category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0060605	0.9190016680251	0.999999999849297	1	1	tube lumen cavitation	BP	0.973351229037337	1
GO:0060633	0.9190016680251	0.999999999849297	1	1	negative regulation of transcription initiation by RNA polymerase II	BP	0.973351229037337	1
GO:0060662	0.9190016680251	0.999999999849297	1	1	salivary gland cavitation	BP	0.973351229037337	1
GO:0060813	0.9190016680251	0.999999999849297	1	1	anterior mRNA localization involved in anterior/posterior axis specification	BP	0.973351229037337	1
GO:0060973	0.9190016680251	0.999999999849297	1	1	cell migration involved in heart development	BP	0.973351229037337	1
GO:0060999	0.9190016680251	0.999999999849036	1	1	positive regulation of dendritic spine development	BP	0.973351229037337	1
GO:0061001	0.9190016680251	0.999999999849036	1	1	regulation of dendritic spine morphogenesis	BP	0.973351229037337	1
GO:0061003	0.9190016680251	0.999999999849036	1	1	positive regulation of dendritic spine morphogenesis	BP	0.973351229037337	1
GO:0061040	0.9190016680251	0.999999999849297	1	1	female gonad morphogenesis	BP	0.973351229037337	1
GO:0061045	0.9190016680251	0.999999999849297	1	1	negative regulation of wound healing	BP	0.973351229037337	1
GO:0061082	0.9190016680251	0.999999999849036	1	1	myeloid leukocyte cytokine production	BP	0.973351229037337	1
GO:0061098	0.9190016680251	0.999999999849297	1	1	positive regulation of protein tyrosine kinase activity	BP	0.973351229037337	1
GO:0061171	0.9190016680251	0.999999999849297	1	1	establishment of bipolar cell polarity	BP	0.973351229037337	1
GO:0061172	0.9190016680251	0.999999999849297	1	1	regulation of establishment of bipolar cell polarity	BP	0.973351229037337	1
GO:0061311	0.9190016680251	0.999999999849297	1	1	cell surface receptor signaling pathway involved in heart development	BP	0.973351229037337	1
GO:0061316	0.9190016680251	0.999999999849297	1	1	canonical Wnt signaling pathway involved in heart development	BP	0.973351229037337	1
GO:0061323	0.9190016680251	0.999999999849297	1	1	cell proliferation involved in heart morphogenesis	BP	0.973351229037337	1
GO:0061334	0.9190016680251	0.999999999849297	1	1	cell rearrangement involved in Malpighian tubule morphogenesis	BP	0.973351229037337	1
GO:0061336	0.9190016680251	0.999999999849297	1	1	cell morphogenesis involved in Malpighian tubule morphogenesis	BP	0.973351229037337	1
GO:0061352	0.9190016680251	0.999999999849297	1	1	cell chemotaxis involved in Malpighian tubule morphogenesis	BP	0.973351229037337	1
GO:0061448	0.9190016680251	0.999999999849297	1	1	connective tissue development	BP	0.973351229037337	1
GO:0061513	0.9190016680251	0.999999999849036	1	1	glucose 6-phosphate:inorganic phosphate antiporter activity	MF	0.973351229037337	1
GO:0061573	0.9190016680251	0.999999999848588	1	1	actin filament bundle retrograde transport	BP	0.973351229037337	1
GO:0061632	0.9190016680251	0.999999999849036	1	1	RNA lariat debranching enzyme activator activity	MF	0.973351229037337	1
GO:0061646	0.9190016680251	0.999999999849297	1	1	positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization	BP	0.973351229037337	1
GO:0061666	0.9190016680251	0.999999999849297	1	1	UFM1 ligase activity	MF	0.973351229037337	1
GO:0061669	0.9190016680251	0.999999999849297	1	1	spontaneous neurotransmitter secretion	BP	0.973351229037337	1
GO:0061738	0.9190016680251	0.999999999848588	1	1	late endosomal microautophagy	BP	0.973351229037337	1
GO:0061775	0.9190016680251	0.999999999849297	1	1	cohesin loading activity	MF	0.973351229037337	1
GO:0061789	0.9190016680251	0.999999999849297	1	1	dense core granule priming	BP	0.973351229037337	1
GO:0061837	0.9190016680251	0.999999999849297	1	1	neuropeptide processing	BP	0.973351229037337	1
GO:0061845	0.9190016680251	0.999999999849297	1	1	neuron projection branch point	CC	0.973351229037337	1
GO:0061860	0.9190016680251	0.999999999849297	1	1	DNA clamp unloader activity	MF	0.973351229037337	1
GO:0061863	0.9190016680251	0.999999999849297	1	1	microtubule plus end polymerase	MF	0.973351229037337	1
GO:0062029	0.9190016680251	0.999999999849297	1	1	positive regulation of stress granule assembly	BP	0.973351229037337	1
GO:0062033	0.9190016680251	0.999999999849297	1	1	positive regulation of mitotic sister chromatid segregation	BP	0.973351229037337	1
GO:0062101	0.9190016680251	0.999999999849297	1	1	peptidyl-aspartic acid 3-dioxygenase activity	MF	0.973351229037337	1
GO:0062157	0.9190016680251	0.999999999849036	1	1	mitochondrial ATP-gated potassium channel complex	CC	0.973351229037337	1
GO:0062207	0.9190016680251	0.999999999849796	1	1	regulation of pattern recognition receptor signaling pathway	BP	0.973351229037337	1
GO:0070025	0.9190016680251	0.999999999849297	1	1	carbon monoxide binding	MF	0.973351229037337	1
GO:0070026	0.9190016680251	0.999999999849297	1	1	nitric oxide binding	MF	0.973351229037337	1
GO:0070064	0.9190016680251	0.999999999849297	1	1	proline-rich region binding	MF	0.973351229037337	1
GO:0070090	0.9190016680251	0.999999999849297	1	1	metaphase plate	CC	0.973351229037337	1
GO:0070095	0.9190016680251	0.999999999849297	1	1	fructose-6-phosphate binding	MF	0.973351229037337	1
GO:0070130	0.9190016680251	0.999999999849297	1	1	negative regulation of mitochondrial translation	BP	0.973351229037337	1
GO:0070150	0.9190016680251	0.999999999849036	1	1	mitochondrial glycyl-tRNA aminoacylation	BP	0.973351229037337	1
GO:0070183	0.9190016680251	0.999999999849297	1	1	mitochondrial tryptophanyl-tRNA aminoacylation	BP	0.973351229037337	1
GO:0070198	0.9190016680251	0.999999999849297	1	1	protein localization to chromosome, telomeric region	BP	0.973351229037337	1
GO:0070199	0.9190016680251	0.999999999849297	1	1	establishment of protein localization to chromosome	BP	0.973351229037337	1
GO:0070209	0.9190016680251	0.999999999849036	1	1	ASTRA complex	CC	0.973351229037337	1
GO:0070210	0.9190016680251	0.999999999849297	1	1	Rpd3L-Expanded complex	CC	0.973351229037337	1
GO:0070285	0.9190016680251	0.999999999849297	1	1	pigment cell development	BP	0.973351229037337	1
GO:0070314	0.9190016680251	0.999999999849796	1	1	G1 to G0 transition	BP	0.973351229037337	1
GO:0070345	0.9190016680251	0.999999999849297	1	1	negative regulation of fat cell proliferation	BP	0.973351229037337	1
GO:0070346	0.9190016680251	0.999999999849297	1	1	positive regulation of fat cell proliferation	BP	0.973351229037337	1
GO:0070379	0.9190016680251	0.999999999849297	1	1	high mobility group box 1 binding	MF	0.973351229037337	1
GO:0070381	0.9190016680251	0.999999999849297	1	1	endosome to plasma membrane transport vesicle	CC	0.973351229037337	1
GO:0070406	0.9190016680251	0.999999999849297	1	1	glutamine binding	MF	0.973351229037337	1
GO:0070413	0.9190016680251	0.999999999849297	1	1	trehalose metabolism in response to stress	BP	0.973351229037337	1
GO:0070421	0.9190016680251	0.999999999849297	1	1	DNA ligase III-XRCC1 complex	CC	0.973351229037337	1
GO:0070462	0.9190016680251	0.999999999849297	1	1	plus-end specific microtubule depolymerization	BP	0.973351229037337	1
GO:0070478	0.9190016680251	0.999999999849297	1	1	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay	BP	0.973351229037337	1
GO:0070551	0.9190016680251	0.999999999849297	1	1	endoribonuclease activity, cleaving siRNA-paired mRNA	MF	0.973351229037337	1
GO:0070589	0.9190016680251	0.999999999849036	1	1	cellular component macromolecule biosynthetic process	BP	0.973351229037337	1
GO:0070650	0.9190016680251	0.999999999848588	1	1	actin filament bundle distribution	BP	0.973351229037337	1
GO:0070676	0.9190016680251	0.999999999849297	1	1	intralumenal vesicle formation	BP	0.973351229037337	1
GO:0070697	0.9190016680251	0.999999999849297	1	1	activin receptor binding	MF	0.973351229037337	1
GO:0070728	0.9190016680251	0.999999999849297	1	1	leucine binding	MF	0.973351229037337	1
GO:0070773	0.9190016680251	0.999999999849297	1	1	protein-N-terminal glutamine amidohydrolase activity	MF	0.973351229037337	1
GO:0070825	0.9190016680251	0.999999999849297	1	1	micropyle	CC	0.973351229037337	1
GO:0070837	0.9190016680251	0.999999999849036	1	1	dehydroascorbic acid transport	BP	0.973351229037337	1
GO:0070856	0.9190016680251	0.999999999849297	1	1	myosin VI light chain binding	MF	0.973351229037337	1
GO:0070860	0.9190016680251	0.999999999849297	1	1	RNA polymerase I core factor complex	CC	0.973351229037337	1
GO:0070878	0.9190016680251	0.999999999849036	1	1	primary miRNA binding	MF	0.973351229037337	1
GO:0070886	0.9190016680251	0.999999999849297	1	1	positive regulation of calcineurin-NFAT signaling cascade	BP	0.973351229037337	1
GO:0070895	0.9190016680251	0.999999999849297	1	1	negative regulation of transposon integration	BP	0.973351229037337	1
GO:0070896	0.9190016680251	0.999999999849297	1	1	positive regulation of transposon integration	BP	0.973351229037337	1
GO:0070905	0.9190016680251	0.999999999849297	1	1	serine binding	MF	0.973351229037337	1
GO:0071031	0.9190016680251	0.999999999849297	1	1	nuclear mRNA surveillance of mRNA 3'-end processing	BP	0.973351229037337	1
GO:0071040	0.9190016680251	0.999999999849297	1	1	nuclear polyadenylation-dependent antisense transcript catabolic process	BP	0.973351229037337	1
GO:0071041	0.9190016680251	0.999999999849297	1	1	antisense RNA transcript catabolic process	BP	0.973351229037337	1
GO:0071044	0.9190016680251	0.999999999849297	1	1	histone mRNA catabolic process	BP	0.973351229037337	1
GO:0071074	0.9190016680251	0.999999999849036	1	1	eukaryotic initiation factor eIF2 binding	MF	0.973351229037337	1
GO:0071169	0.9190016680251	0.999999999849297	1	1	establishment of protein localization to chromatin	BP	0.973351229037337	1
GO:0071202	0.9190016680251	0.999999999849297	1	1	Kv4.3-DPP10 channel complex	CC	0.973351229037337	1
GO:0071294	0.9190016680251	0.999999999849297	1	1	cellular response to zinc ion	BP	0.973351229037337	1
GO:0071376	0.9190016680251	0.999999999849297	1	1	cellular response to corticotropin-releasing hormone stimulus	BP	0.973351229037337	1
GO:0071421	0.9190016680251	0.999999999849036	1	1	manganese ion transmembrane transport	BP	0.973351229037337	1
GO:0071467	0.9190016680251	0.999999999849796	1	1	cellular response to pH	BP	0.973351229037337	1
GO:0071468	0.9190016680251	0.999999999849796	1	1	cellular response to acidic pH	BP	0.973351229037337	1
GO:0071474	0.9190016680251	0.999999999849297	1	1	cellular hyperosmotic response	BP	0.973351229037337	1
GO:0071475	0.9190016680251	0.999999999849297	1	1	cellular hyperosmotic salinity response	BP	0.973351229037337	1
GO:0071476	0.9190016680251	0.999999999849297	1	1	cellular hypotonic response	BP	0.973351229037337	1
GO:0071477	0.9190016680251	0.999999999849297	1	1	cellular hypotonic salinity response	BP	0.973351229037337	1
GO:0071540	0.9190016680251	0.999999999849297	1	1	eukaryotic translation initiation factor 3 complex, eIF3e	CC	0.973351229037337	1
GO:0071543	0.9190016680251	0.999999999849036	1	1	diphosphoinositol polyphosphate metabolic process	BP	0.973351229037337	1
GO:0071557	0.9190016680251	0.999999999849297	1	1	histone H3-K27 demethylation	BP	0.973351229037337	1
GO:0071558	0.9190016680251	0.999999999849297	1	1	histone H3-tri/di-methyl-lysine-27 demethylase activity	MF	0.973351229037337	1
GO:0071561	0.9190016680251	0.999999999849297	1	1	nucleus-vacuole junction	CC	0.973351229037337	1
GO:0071679	0.9190016680251	0.999999999849297	1	1	commissural neuron axon guidance	BP	0.973351229037337	1
GO:0071795	0.9190016680251	0.999999999849297	1	1	K11-linked polyubiquitin modification-dependent protein binding	MF	0.973351229037337	1
GO:0071797	0.9190016680251	0.999999999849297	1	1	LUBAC complex	CC	0.973351229037337	1
GO:0071807	0.9190016680251	0.999999999849297	1	1	replication fork arrest involved in DNA replication termination	BP	0.973351229037337	1
GO:0071837	0.9190016680251	0.999999999849297	1	1	HMG box domain binding	MF	0.973351229037337	1
GO:0071894	0.9190016680251	0.999999999849297	1	1	histone H2B conserved C-terminal lysine ubiquitination	BP	0.973351229037337	1
GO:0071906	0.9190016680251	0.999999999849297	1	1	CRD domain binding	MF	0.973351229037337	1
GO:0071923	0.9190016680251	0.999999999849297	1	1	negative regulation of cohesin loading	BP	0.973351229037337	1
GO:0071926	0.9190016680251	0.999999999849297	1	1	endocannabinoid signaling pathway	BP	0.973351229037337	1
GO:0071938	0.9190016680251	0.999999999849297	1	1	vitamin A transport	BP	0.973351229037337	1
GO:0071942	0.9190016680251	0.999999999849297	1	1	XPC complex	CC	0.973351229037337	1
GO:0071947	0.9190016680251	0.999999999849297	1	1	protein deubiquitination involved in ubiquitin-dependent protein catabolic process	BP	0.973351229037337	1
GO:0072382	0.9190016680251	0.999999999849796	1	1	minus-end-directed vesicle transport along microtubule	BP	0.973351229037337	1
GO:0072385	0.9190016680251	0.999999999849796	1	1	minus-end-directed organelle transport along microtubule	BP	0.973351229037337	1
GO:0072526	0.9190016680251	0.999999999849796	1	1	pyridine-containing compound catabolic process	BP	0.973351229037337	1
GO:0072586	0.9190016680251	0.999999999849297	1	1	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) regulator activity	MF	0.973351229037337	1
GO:0072587	0.9190016680251	0.999999999849297	1	1	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activator activity	MF	0.973351229037337	1
GO:0072673	0.9190016680251	0.999999999848588	1	1	lamellipodium morphogenesis	BP	0.973351229037337	1
GO:0072684	0.9190016680251	0.999999999849297	1	1	mitochondrial tRNA 3'-trailer cleavage, endonucleolytic	BP	0.973351229037337	1
GO:0086009	0.9190016680251	0.999999999849297	1	1	membrane repolarization	BP	0.973351229037337	1
GO:0086011	0.9190016680251	0.999999999849297	1	1	membrane repolarization during action potential	BP	0.973351229037337	1
GO:0086042	0.9190016680251	0.999999999849796	1	1	cardiac muscle cell-cardiac muscle cell adhesion	BP	0.973351229037337	1
GO:0090053	0.9190016680251	0.999999999849297	1	1	positive regulation of pericentric heterochromatin formation	BP	0.973351229037337	1
GO:0090137	0.9190016680251	0.999999999849297	1	1	epithelial cell-cell adhesion involved in epithelium migration	BP	0.973351229037337	1
GO:0090138	0.9190016680251	0.999999999849297	1	1	regulation of actin cytoskeleton organization by cell-cell adhesion	BP	0.973351229037337	1
GO:0090181	0.9190016680251	0.999999999849297	1	1	regulation of cholesterol metabolic process	BP	0.973351229037337	1
GO:0090204	0.9190016680251	0.999999999849297	1	1	protein localization to nuclear pore	BP	0.973351229037337	1
GO:0090212	0.9190016680251	0.999999999849297	1	1	negative regulation of establishment of blood-brain barrier	BP	0.973351229037337	1
GO:0090232	0.9190016680251	0.999999999849297	1	1	positive regulation of spindle checkpoint	BP	0.973351229037337	1
GO:0090234	0.9190016680251	0.999999999849297	1	1	regulation of kinetochore assembly	BP	0.973351229037337	1
GO:0090240	0.9190016680251	0.999999999849297	1	1	positive regulation of histone H4 acetylation	BP	0.973351229037337	1
GO:0090241	0.9190016680251	0.999999999849297	1	1	negative regulation of histone H4 acetylation	BP	0.973351229037337	1
GO:0090267	0.9190016680251	0.999999999849297	1	1	positive regulation of mitotic cell cycle spindle assembly checkpoint	BP	0.973351229037337	1
GO:0090313	0.9190016680251	0.999999999849297	1	1	regulation of protein targeting to membrane	BP	0.973351229037337	1
GO:0090314	0.9190016680251	0.999999999849297	1	1	positive regulation of protein targeting to membrane	BP	0.973351229037337	1
GO:0090327	0.9190016680251	0.999999999849297	1	1	negative regulation of locomotion involved in locomotory behavior	BP	0.973351229037337	1
GO:0090433	0.9190016680251	0.999999999849297	1	1	palmitoyl-CoA ligase activity	MF	0.973351229037337	1
GO:0090493	0.9190016680251	0.999999999849036	1	1	catecholamine uptake	BP	0.973351229037337	1
GO:0090494	0.9190016680251	0.999999999849036	1	1	dopamine uptake	BP	0.973351229037337	1
GO:0090498	0.9190016680251	0.999999999849297	1	1	extrinsic component of Golgi membrane	CC	0.973351229037337	1
GO:0090600	0.9190016680251	0.999999999849297	1	1	alpha-1,3-glucosidase activity	MF	0.973351229037337	1
GO:0090624	0.9190016680251	0.999999999849297	1	1	endoribonuclease activity, cleaving miRNA-paired mRNA	MF	0.973351229037337	1
GO:0090657	0.9190016680251	0.999999999849297	1	1	telomeric loop disassembly	BP	0.973351229037337	1
GO:0090676	0.9190016680251	0.999999999849796	1	1	calcium ion transmembrane transport via low voltage-gated calcium channel	BP	0.973351229037337	1
GO:0090694	0.9190016680251	0.999999999849297	1	1	Scc2-Scc4 cohesin loading complex	CC	0.973351229037337	1
GO:0097003	0.9190016680251	0.999999999849036	1	1	adipokinetic hormone receptor activity	MF	0.973351229037337	1
GO:0097004	0.9190016680251	0.999999999849036	1	1	adipokinetic hormone binding	MF	0.973351229037337	1
GO:0097037	0.9190016680251	0.999999999849297	1	1	heme export	BP	0.973351229037337	1
GO:0097051	0.9190016680251	0.999999999849297	1	1	establishment of protein localization to endoplasmic reticulum membrane	BP	0.973351229037337	1
GO:0097089	0.9190016680251	0.999999999849297	1	1	methyl-branched fatty acid metabolic process	BP	0.973351229037337	1
GO:0097107	0.9190016680251	0.999999999849297	1	1	postsynaptic density assembly	BP	0.973351229037337	1
GO:0097115	0.9190016680251	0.999999999849297	1	1	neurexin clustering involved in presynaptic membrane assembly	BP	0.973351229037337	1
